"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.528019392×10^1,-3.087242156×10^-2,2.926393440×10^0,-2.863288680×10^-1,2.940529866×10^0
1.529014392×10^1,-2.313900378×10^-2,2.989239314×10^0,-3.032260787×10^-1,3.004668558×10^0
1.530009354×10^1,-3.112545982×10^-3,3.028794558×10^0,-3.551985434×10^-1,3.049552782×10^0
1.531004354×10^1,8.479010873×10^-3,3.045774288×10^0,-4.003073271×10^-1,3.071979632×10^0
1.531999254×10^1,2.663048588×10^-2,3.061286366×10^0,-3.840883934×10^-1,3.085402290×10^0
1.532994254×10^1,1.355614822×10^-2,3.081900725×10^0,-4.069382159×10^-1,3.108680517×10^0
1.533989154×10^1,3.010618050×10^-2,3.070339610×10^0,-4.119445288×10^-1,3.097997740×10^0
1.534984054×10^1,4.449343733×10^-2,3.037724426×10^0,-3.863256112×10^-1,3.062514789×10^0
1.535979054×10^1,4.091527026×10^-2,3.006188638×10^0,-3.738066494×10^-1,3.029616411×10^0
1.536973954×10^1,4.338970229×10^-2,2.957930397×10^0,-3.380099952×10^-1,2.977496542×10^0
1.537968954×10^1,6.644900121×10^-2,2.901369111×10^0,-3.222143999×10^-1,2.919962381×10^0
1.538963854×10^1,8.053984076×10^-2,2.845354539×10^0,-3.089528418×10^-1,2.863211654×10^0
1.539958754×10^1,5.781748764×10^-2,2.762828107×10^0,-2.452778327×10^-1,2.774296888×10^0
1.540953754×10^1,5.271264911×10^-2,2.680744894×10^0,-2.080030755×10^-1,2.689319075×10^0
1.541948654×10^1,4.227863995×10^-2,2.587914498×10^0,-1.448823825×10^-1,2.592311678×10^0
1.542943654×10^1,3.093041863×10^-2,2.492606637×10^0,-1.009521782×10^-1,2.494841855×10^0
1.543938554×10^1,2.871357473×10^-2,2.360701638×10^0,-5.785359420×10^-2,2.361585004×10^0
1.544933454×10^1,7.197831105×10^-3,2.230838487×10^0,-1.972616673×10^-2,2.230937311×10^0
1.545928454×10^1,2.209538542×10^-2,2.107509599×10^0,-2.227913417×10^-2,2.107743171×10^0
1.546923354×10^1,1.445660116×10^-2,1.967797397×10^0,-2.961030006×10^-3,1.967852728×10^0
1.547918354×10^1,-1.854088129×10^-2,1.807698879×10^0,3.047802687×10^-2,1.808050859×10^0
1.548913254×10^1,-2.675071925×10^-2,1.669550223×10^0,5.307634592×10^-2,1.670607867×10^0
1.549908154×10^1,-2.458781591×10^-2,1.513979203×10^0,5.348214269×10^-2,1.515123073×10^0
1.550903154×10^1,-3.471122827×10^-2,1.345922624×10^0,6.165764652×10^-2,1.347781230×10^0
1.551898054×10^1,-4.198145522×10^-2,1.186910518×10^0,4.502246417×10^-2,1.188505802×10^0
1.552893054×10^1,-2.467395270×10^-2,1.019128173×10^0,2.826310158×10^-2,1.019818533×10^0
1.553887954×10^1,-2.103727693×10^-2,8.245872152×10^-1,3.092153817×10^-3,8.248613240×10^-1
1.554882954×10^1,-3.806033067×10^-2,6.546016395×10^-1,-2.839641809×10^-2,6.563217593×10^-1
1.555877854×10^1,-4.622015666×10^-2,4.802300674×10^-1,-3.003115341×10^-2,4.833829648×10^-1
1.556872754×10^1,-3.928344028×10^-2,3.004428041×10^-1,-3.688299380×10^-2,3.052366663×10^-1
1.557867754×10^1,-2.704867143×10^-2,1.223822236×10^-1,-3.809219800×10^-2,1.309963924×10^-1
1.558862654×10^1,-3.038977046×10^-2,-5.874054372×10^-2,-3.876243509×10^-2,7.665843724×10^-2
1.559857654×10^1,-3.620939456×10^-2,-2.585141748×10^-1,-3.024413824×10^-2,2.627839545×10^-1
1.560852554×10^1,-3.495915022×10^-2,-4.164708585×10^-1,-2.096351065×10^-2,4.184609742×10^-1
1.561847454×10^1,-5.101202298×10^-3,-5.913008523×10^-1,-1.725871481×10^-2,5.915746643×10^-1
1.562842454×10^1,-2.104794810×10^-2,-7.783842713×10^-1,-3.107334651×10^-2,7.792885491×10^-1
1.563837354×10^1,-2.249632169×10^-2,-9.534598482×10^-1,-1.481099725×10^-2,9.538402027×10^-1
1.564832354×10^1,-2.753857674×10^-2,-1.135222886×10^0,1.702950396×10^-2,1.135684541×10^0
1.565827254×10^1,-2.179502126×10^-2,-1.293733885×10^0,3.993414402×10^-2,1.294533555×10^0
1.566822154×10^1,-9.386681467×10^-3,-1.458607240×10^0,6.923344530×10^-2,1.460279583×10^0
1.567817154×10^1,-1.103866607×10^-2,-1.613364328×10^0,1.066883699×10^-1,1.616925698×10^0
1.568812054×10^1,-2.469217043×10^-2,-1.766823918×10^0,1.286715619×10^-1,1.771675148×10^0
1.569807054×10^1,-2.440008374×10^-2,-1.922842249×10^0,1.496127069×10^-1,1.928808348×10^0
1.570801954×10^1,-1.463536151×10^-2,-2.060023776×10^0,1.734459579×10^-1,2.067364421×10^0
1.571796854×10^1,-1.744849350×10^-2,-2.190027845×10^0,1.977973453×10^-1,2.199011187×10^0
1.572791854×10^1,-3.707588797×10^-2,-2.305660043×10^0,2.293863431×10^-1,2.317339196×10^0
1.573786754×10^1,-2.278129122×10^-2,-2.426207410×10^0,2.569336724×10^-1,2.439880386×10^0
1.574781754×10^1,-3.241291621×10^-2,-2.528589233×10^0,2.785449084×10^-1,2.544091463×10^0
1.575776654×10^1,-5.130087543×10^-2,-2.611754766×10^0,3.070256726×10^-1,2.630239438×10^0
1.576771554×10^1,-4.824135639×10^-2,-2.704890386×10^0,3.332972125×10^-1,2.725774433×10^0
1.577766554×10^1,-5.498697845×10^-2,-2.775191460×10^0,3.525263659×10^-1,2.798032531×10^0
1.578761454×10^1,-5.788748064×10^-2,-2.835235932×10^0,3.405757535×10^-1,2.856204754×10^0
1.579756454×10^1,-6.621309347×10^-2,-2.886960402×10^0,3.562557200×10^-1,2.909612118×10^0
1.580751354×10^1,-6.934755737×10^-2,-2.945940682×10^0,3.562300654×10^-1,2.968210815×10^0
1.581746354×10^1,-5.977217529×10^-2,-2.965034180×10^0,3.430619895×10^-1,2.985413192×10^0
1.582741254×10^1,-6.528750664×10^-2,-2.977480563×10^0,3.515429373×10^-1,2.998872354×10^0
1.583736154×10^1,-7.913532129×10^-2,-2.994345687×10^0,3.294205085×10^-1,3.013450906×10^0
1.584731154×10^1,-9.521512778×10^-2,-2.963230314×10^0,3.480508339×10^-1,2.985119628×10^0
1.585726054×10^1,-4.418347643×10^-1,-2.722009279×10^0,3.094861809×10^-1,2.774947598×10^0
1.586721054×10^1,-2.470046069×10^-1,-2.774081658×10^0,1.970780647×10^-1,2.792020789×10^0
1.587715954×10^1,-2.146357001×10^-1,-2.645928233×10^0,3.741516352×10^-1,2.680856979×10^0
1.588710854×10^1,-4.782870285×10^-2,-2.760313804×10^0,3.554300201×10^-1,2.783514035×10^0
1.589705854×10^1,-1.024817514×10^0,-2.058109397×10^0,-1.857770048×10^-2,2.299219511×10^0
1.590700754×10^1,-7.392598935×10^-1,9.907405257×10^-1,-8.038903376×10^-1,1.474554731×10^0
1.591695754×10^1,3.181960033×10^0,4.780408114×10^0,-3.108742368×10^-1,5.750983757×10^0
1.592690654×10^1,1.197044620×10^0,2.511265102×10^0,-8.798398948×10^-1,2.917787942×10^0
1.593685554×10^1,2.011561614×10^0,2.824363035×10^0,-3.267949625×10^-1,3.482843899×10^0
1.594680554×10^1,9.171563865×10^-1,4.321688783×10^0,1.229505730×10^0,4.585831889×10^0
1.595675454×10^1,4.688122459×10^-1,4.082719511×10^0,2.595982486×10^0,4.860813574×10^0
1.596670454×10^1,1.753399003×10^0,3.446038418×10^0,2.389178163×10^0,4.545080983×10^0
1.597665354×10^1,1.718577664×10^0,2.841485437×10^0,3.670547526×10^0,4.949794724×10^0
1.598660354×10^1,2.188766893×10^0,2.457537376×10^0,4.039975780×10^0,5.210719218×10^0
1.599655254×10^1,2.161804797×10^0,2.188552008×10^0,3.472169040×10^0,4.638870306×10^0
1.600650154×10^1,1.332781153×10^0,1.936829374×10^0,2.621498566×10^0,3.521344680×10^0
1.601645154×10^1,8.889198898×10^-1,1.789604085×10^0,1.521391134×10^0,2.511472145×10^0
1.602640054×10^1,8.185494534×10^-1,1.887413385×10^0,7.183041304×10^-1,2.179062486×10^0
1.603635054×10^1,5.270763147×10^-1,1.877044517×10^0,-1.370990807×10^-1,1.954456886×10^0
1.604629954×10^1,-7.809870131×10^-2,1.766300592×10^0,-8.227786714×10^-1,1.950097928×10^0
1.605624854×10^1,-8.845308235×10^-1,1.570070958×10^0,-9.209241861×10^-1,2.023763560×10^0
1.606619854×10^1,-1.024904345×10^0,1.192788724×10^0,-1.390310007×10^0,2.099079744×10^0
1.607614754×10^1,-1.153357294×10^0,9.832940966×10^-1,-2.001927595×10^0,2.510938953×10^0
1.608609754×10^1,-1.189503904×10^0,6.263122255×10^-1,-2.156058446×10^0,2.540821631×10^0
1.609604654×10^1,-9.427372241×10^-1,8.576520503×10^-2,-1.820138245×10^0,2.051587769×10^0
1.610599554×10^1,-7.186950168×10^-1,-3.685757303×10^-1,-1.036136554×10^0,1.313753993×10^0
1.611594554×10^1,-7.222316321×10^-1,-6.838143289×10^-1,-4.231945717×10^-1,1.080885846×10^0
1.612589454×10^1,-1.073912856×10^0,-9.076457441×10^-1,4.759860121×10^-2,1.406902714×10^0
1.613584454×10^1,-1.409886339×10^0,-1.097846898×10^0,5.344567068×10^-1,1.865125002×10^0
1.614579354×10^1,-1.291858099×10^0,-1.194086806×10^0,5.411090840×10^-1,1.840527013×10^0
1.615574254×10^1,-8.624371192×10^-1,-1.067810921×10^0,6.793222055×10^-2,1.374275349×10^0
1.616569254×10^1,-2.699127736×10^-1,-1.005310618×10^0,-2.569946297×10^-1,1.072170035×10^0
1.617564154×10^1,4.534438263×10^-1,-7.809395045×10^-1,-4.668890601×10^-1,1.016593925×10^0
1.618559154×10^1,7.147333820×10^-1,-6.001067591×10^-1,-7.413626254×10^-2,9.361987583×10^-1
1.619554054×10^1,4.492901836×10^-1,-6.306678164×10^-1,2.265986100×10^-2,7.746722100×10^-1
1.620548954×10^1,6.519980754×10^-2,-6.719111520×10^-1,-1.645921040×10^-1,6.948425518×10^-1
1.621543954×10^1,-4.591605029×10^-1,-7.961334944×10^-1,-1.215051413×10^-1,9.270493016×10^-1
1.622538854×10^1,-5.613943177×10^-1,-8.818472439×10^-1,-1.592765464×10^-1,1.057443691×10^0
1.623533854×10^1,-2.531387929×10^-1,-8.790230387×10^-1,-1.183219171×10^-1,9.223669699×10^-1
1.624528754×10^1,6.496929020×10^-1,-2.168317133×10^-1,-3.718232739×10^-1,7.793390827×10^-1
1.625523654×10^1,8.974805059×10^-1,-2.224643362×10^-1,-5.376697518×10^-1,1.069602918×10^0
1.626518654×10^1,6.986515655×10^-1,-3.700088829×10^-1,-5.896105684×10^-1,9.862358774×10^-1
1.627513554×10^1,1.780392747×10^-1,-6.773818070×10^-1,-2.353111075×10^-1,7.388608888×10^-1
1.628508554×10^1,-7.259022217×10^-2,-9.293576252×10^-1,-3.007280020×10^-1,9.794959250×10^-1
1.629503467×10^1,-2.106090881×10^-1,-9.018856519×10^-1,-7.240215379×10^-1,1.175568418×10^0
1.630498467×10^1,-5.246884945×10^-1,-6.809304821×10^-1,-9.908200479×10^-1,1.311750245×10^0
1.631493367×10^1,-4.177342225×10^-1,-5.369796342×10^-1,-1.308788127×10^0,1.475050972×10^0
1.632488267×10^1,-4.321029510×10^-1,-3.801111174×10^-1,-1.662108910×10^0,1.758921104×10^0
1.633483267×10^1,2.470185488×10^-2,-2.860697633×10^-1,-2.035719824×10^0,2.055869960×10^0
1.634478167×10^1,2.083969586×10^-1,-4.889476812×10^-1,-2.060586278×10^0,2.128030765×10^0
1.635473167×10^1,-2.608497720×10^-2,-6.750733262×10^-1,-1.888275849×10^0,2.005489991×10^0
1.636468067×10^1,-4.108766811×10^-1,-8.274283773×10^-1,-1.528041026×10^0,1.785599827×10^0
1.637462967×10^1,-8.587581973×10^-1,-8.080162060×10^-1,-1.258885796×10^0,1.724862104×10^0
1.638457967×10^1,-1.204923816×10^0,-7.329999375×10^-1,-1.041352855×10^0,1.753153182×10^0
1.639452867×10^1,-1.352291850×10^0,-7.886303473×10^-1,-6.256185995×10^-1,1.685832051×10^0
1.640447867×10^1,-1.012875745×10^0,-9.330489725×10^-1,-2.681182265×10^-1,1.402991463×10^0
1.641442767×10^1,-3.664196426×10^-1,-9.323163164×10^-1,2.843017115×10^-1,1.041299444×10^0
1.642437667×10^1,1.936588688×10^-1,-7.420309621×10^-1,7.726528305×10^-1,1.088625786×10^0
1.643432667×10^1,6.555976396×10^-1,-5.379175276×10^-1,1.119434672×10^0,1.404385103×10^0
1.644427567×10^1,8.528601839×10^-1,-4.727228272×10^-1,1.121907460×10^0,1.486443310×10^0
1.645422567×10^1,6.744260395×10^-1,-4.146161216×10^-1,9.027773523×10^-1,1.200734758×10^0
1.646417467×10^1,4.211826910×10^-1,-4.251112890×10^-1,5.154174417×10^-1,7.897908625×10^-1
1.647412367×10^1,2.292881830×10^-1,-4.806370336×10^-1,1.197575547×10^-1,5.458268048×10^-1
1.648407367×10^1,1.644410631×10^-1,-4.530697507×10^-1,-1.913442850×10^-2,4.823683121×10^-1
1.649402267×10^1,1.730749521×10^-1,-4.338897139×10^-1,-1.067103700×10^-1,4.791683691×10^-1
1.650397267×10^1,3.849185519×10^-2,-3.606562614×10^-1,-1.965291573×10^-1,4.125266919×10^-1
1.651392167×10^1,9.788056277×10^-3,-2.243547410×10^-1,-3.849401866×10^-1,4.456565977×10^-1
1.652387067×10^1,5.001975048×10^-2,-1.852304363×10^-1,-8.388762023×10^-1,8.605379554×10^-1
1.653382067×10^1,2.907856889×10^-2,-1.472334749×10^-1,-1.262962328×10^0,1.271847908×10^0
1.654376967×10^1,-7.378948610×10^-2,-3.579080701×10^-3,-1.365101491×10^0,1.367099038×10^0
1.655371967×10^1,-1.402629360×10^-1,1.213127679×10^-1,-1.040658206×10^0,1.057052496×10^0
1.656366867×10^1,-1.647837099×10^-1,1.510417664×10^-1,-4.000531925×10^-1,4.582683091×10^-1
1.657361767×10^1,-1.045973325×10^-1,1.294795740×10^-1,3.942869608×10^-1,4.279810387×10^-1
1.658356767×10^1,1.245838099×10^-1,7.290951669×10^-2,1.028157443×10^0,1.038241134×10^0
1.659351667×10^1,4.269050321×10^-1,-2.734216511×10^-2,1.108687782×10^0,1.188353525×10^0
1.660346667×10^1,6.310759521×10^-1,1.148217738×10^-2,7.544457704×10^-1,9.836549792×10^-1
1.661341567×10^1,7.348198834×10^-1,1.222436446×10^-1,2.972875004×10^-1,8.020496416×10^-1
1.662336567×10^1,7.789445807×10^-1,2.243623424×10^-1,-4.698179305×10^-2,8.119731580×10^-1
1.663331467×10^1,7.258765671×10^-1,2.740999281×10^-1,-3.073197144×10^-1,8.345495600×10^-1
1.664326367×10^1,6.210734126×10^-1,3.063011295×10^-1,-4.247470075×10^-1,8.123808135×10^-1
1.665321367×10^1,4.614767312×10^-1,3.000446087×10^-1,-5.212238730×10^-1,7.580645530×10^-1
1.666316267×10^1,1.953750266×10^-1,2.977624404×10^-1,-7.093267541×10^-1,7.937117336×10^-1
1.667311267×10^1,-1.664634322×10^-1,2.325121915×10^-1,-7.738573569×10^-1,8.250013347×10^-1
1.668306167×10^1,-3.730637242×10^-1,8.732524216×10^-2,-6.226922143×10^-1,7.311277822×10^-1
1.669301067×10^1,-3.778166334×10^-1,-3.029734790×10^-2,-3.409429586×10^-1,5.098092180×10^-1
1.670296067×10^1,-2.622261335×10^-1,-3.382146478×10^-2,-1.086471140×10^-1,2.858507162×10^-1
1.671290967×10^1,-7.694826163×10^-2,-1.570562124×10^-3,-7.785860002×10^-2,1.094781404×10^-1
1.672285967×10^1,-1.033509985×10^-2,9.169603586×10^-2,-4.090146352×10^-1,4.192945851×10^-1
1.673280867×10^1,-8.891988751×10^-2,1.496969068×10^-1,-7.676430823×10^-1,7.871415451×10^-1
1.674275767×10^1,-1.253179279×10^-1,9.805195928×10^-2,-7.494377764×10^-1,7.661434268×10^-1
1.675270767×10^1,-2.303570540×10^-1,3.765957713×10^-2,-2.605735642×10^-1,3.498302423×10^-1
1.676265667×10^1,-4.425291212×10^-1,4.939903200×10^-2,3.641404711×10^-1,5.752134996×10^-1
1.677260667×10^1,-6.183619125×10^-1,1.307396489×10^-1,3.996006180×10^-1,7.477599646×10^-1
1.678255567×10^1,-7.395292309×10^-1,3.152526319×10^-1,-3.428696162×10^-1,8.739835690×10^-1
